timestamp,high,low,close
1784645100,29257.75,29211.75,29227.75
1784645400,29236.25,29206.25,29230.5
1784645700,29242.25,29211.25,29237.25
1784646000,29245.5,29192,29199.5
1784646300,29282,29181.5,29274
1784646600,29297.5,29269.25,29292
1784646900,29298.5,29280.5,29283.5
1784647200,29309.75,29272,29300.25
1784647500,29319.75,29296.75,29307.5
1784647800,29308.75,29266,29296
1784648100,29306.25,29275,29276
1784648400,29283.75,29258.25,29261.5
1784648700,29292.25,29258.25,29289
1784649000,29301.25,29273.25,29275
1784649300,29283.75,29255.25,29259.25
1784649600,29304.5,29254.25,29302.75
1784649900,29328,29298.25,29309
1784650200,29314.25,29295.75,29302
1784650500,29319.75,29300.75,29315.25
1784650800,29337.5,29313,29325.5
1784651100,29330.75,29304,29312.25
1784651400,29324,29302.75,29314
1784651700,29331.75,29308,29330.25
1784652000,29335,29312.5,29318.5
1784652300,29328.75,29311.25,29323.5
1784652600,29348,29322,29347.25
1784652900,29352,29331,29331.25
1784653200,29350.75,29331,29348.75
1784653500,29356.5,29343.25,29346.5
1784653800,29350.5,29332.75,29335
1784654100,29348,29328.25,29330.25
1784654400,29342,29325,29329.25
1784654700,29337.5,29322.75,29332.75
1784655000,29351.75,29327.5,29337.25
1784655300,29351,29332.25,29346.5
1784655600,29347.75,29334,29341.25
1784655900,29360,29333,29356.5
1784656200,29363.5,29342.75,29344.5
1784656500,29348,29332.25,29341.25
1784656800,29355,29338,29343.25
1784657100,29363,29341.5,29350.75
1784657400,29352.5,29337.5,29337.5
1784657700,29343,29334.25,29338.75
1784658000,29345,29330.5,29339.75
1784658300,29340.5,29319.5,29325.25
1784658600,29329.25,29310.5,29316.5
1784658900,29337,29316,29327
1784659200,29350.25,29318.5,29347.25
1784659500,29356,29334.25,29339.5
1784659800,29342.75,29322.75,29324
1784660100,29333,29316.5,29328.25
1784660400,29336.25,29311.25,29318
1784660700,29327.75,29305.5,29310.25
1784661000,29319,29303,29311
1784661300,29322,29305,29316.5
1784661600,29320,29306.5,29310.25
1784661900,29313,29290.5,29293.75
1784662200,29312.25,29290.75,29306.25
1784662500,29331.5,29302.25,29325.25
1784662800,29341.75,29320,29338
1784663100,29344.75,29325.5,29340
1784663400,29351.25,29313.25,29338.5
1784663700,29348.25,29300.25,29310.75
1784664000,29317,29284.75,29290.75
1784664300,29306,29289,29303.5
1784664600,29309,29292,29306.25
1784664900,29306,29283.25,29289.75
1784665200,29292.5,29286.75,29289.5
1784665500,29294.5,29287.25,29293
1784665800,29301.5,29292.5,29300
1784666100,29302.5,29295.5,29299.75
1784666400,29300.5,29290,29293.25
1784666700,29294.5,29279.25,29283.25
1784667000,29289,29281.25,29284.75
1784667300,29291.5,29279.25,29290
1784671200,29311.75,29285.25,29293
1784671500,29296.5,29280,29288.75
1784671800,29299.75,29282.25,29297.25
1784672100,29302.75,29293,29298.25
1784672400,29306,29271.5,29274
1784672700,29281,29265.25,29270.25
1784673000,29280.75,29257.5,29277.5
1784673300,29283.75,29271,29275.25
1784673600,29281.25,29268.5,29270.25
1784673900,29270.25,29251.75,29259
1784674200,29266,29256,29264.5
1784674500,29277.5,29257.75,29274.5
1784674800,29275,29261.5,29270.5
1784675100,29272.25,29262,29270.75
1784675400,29289.75,29267.5,29281.75
1784675700,29304.75,29272.5,29300.5
1784676000,29300.75,29284,29287.25
1784676300,29298.75,29284.75,29296.5
1784676600,29304,29291,29296
1784676900,29295.75,29281.5,29285.75
1784677200,29289.75,29271.5,29280.25
1784677500,29295.5,29276.25,29292.75
1784677800,29302,29266,29279
1784678100,29304,29278.75,29298
1784678400,29326.5,29286.5,29323.25
1784678700,29336,29312.5,29328
1784679000,29337.25,29308.5,29328.5
1784679300,29330.75,29305.75,29325
1784679600,29327.75,29300,29308.75
1784679900,29316.75,29290.5,29299.25
1784680200,29305.75,29272,29285
1784680500,29294.25,29272.75,29290.5
1784680800,29297.75,29279.5,29284.25
1784681100,29286.75,29258.5,29281.75
1784681400,29283.75,29264.5,29268
1784681700,29292.75,29259.5,29288.25
1784682000,29294.25,29232.75,29242.25
1784682300,29251.5,29234.5,29243.75
1784682600,29262.5,29238,29257
1784682900,29271.25,29255.5,29264.25
1784683200,29266.5,29238.75,29242
1784683500,29263.5,29240.5,29246.75
1784683800,29250,29231.75,29244.25
1784684100,29257,29239.75,29252.5
1784684400,29262.25,29240,29253.75
1784684700,29288.25,29251,29288.25
1784685000,29306.25,29281.75,29301.25
1784685300,29303,29275.25,29276.5
1784685600,29285.5,29247.25,29262.5
1784685900,29270,29238,29246.75
1784686200,29264.5,29243.25,29261.25
1784686500,29269,29255,29259
1784686800,29267.5,29253,29264
1784687100,29285,29249.75,29276.25
1784687400,29277.75,29251.25,29254.25
1784687700,29258.5,29243.25,29244.75
1784688000,29265.5,29243.5,29253
1784688300,29264.75,29246,29261.5
1784688600,29262,29245,29253
1784688900,29254.5,29228.5,29239.25
1784689200,29241.5,29227.5,29236
1784689500,29244.5,29214.75,29217
1784689800,29220.5,29210,29215.5
1784690100,29228,29212.25,29216.5
1784690400,29251,29216.25,29249
1784690700,29262,29247,29261.75
1784691000,29267.75,29219.5,29226.5
1784691300,29233.25,29218.5,29227.75
1784691600,29236.5,29217.5,29223
1784691900,29242.5,29223,29235.25
1784692200,29234.5,29191.5,29198
1784692500,29207.75,29190.25,29198.75
1784692800,29213.25,29188,29213.25
1784693100,29224.25,29207.5,29219.25
1784693400,29224.25,29209,29213.75
1784693700,29227.25,29212.5,29223.75
1784694000,29236,29219.75,29232
1784694300,29239,29223.25,29233.25
1784694600,29234,29214.75,29218
1784694900,29221.75,29211.5,29213
1784695200,29224,29209,29217.75
1784695500,29220.25,29205.5,29209.25
1784695800,29211.25,29202.75,29203
1784696100,29222.25,29193.5,29221.75
1784696400,29226.5,29199.5,29202.5
1784696700,29205.25,29184,29185.75
1784697000,29194.5,29179.25,29187.25
1784697300,29196.75,29177,29187.75
1784697600,29187,29166,29170.75
1784697900,29186.75,29165.25,29165.75
1784698200,29185.75,29162,29181.5
1784698500,29183,29153,29167.5
1784698800,29171,29145.25,29148
1784699100,29157,29140.25,29154.75
1784699400,29178.25,29152.5,29157
1784699700,29173.75,29154.75,29173.25
1784700000,29173,29149.25,29151.75
1784700300,29152.5,29127.5,29129.75
1784700600,29144,29124.75,29133.25
1784700900,29132.75,29094.5,29098.25
1784701200,29100.25,29060,29081.25
1784701500,29087.75,29067.5,29079.25
1784701800,29094.75,29067.5,29094.75
1784702100,29116,29093.5,29109.75
1784702400,29115,29101.25,29102.5
1784702700,29102.5,29068.25,29069.5
1784703000,29103,29062.75,29092.75
1784703300,29099.5,29083,29092.75
1784703600,29102.5,29073,29082.5
1784703900,29084.75,29050.5,29066.75
1784704200,29099.25,29065,29097.5
1784704500,29115,29090.25,29106.25
1784704800,29115,29088.25,29092.5
1784705100,29124.5,29084,29118.5
1784705400,29124.25,29071.25,29071.75
1784705700,29076.5,29047.5,29048.5
1784706000,29065.5,29026,29065
1784706300,29077.75,29044.5,29047.75
1784706600,29068,29040,29062
1784706900,29068.5,29049.25,29056.25
1784707200,29087.75,29038.75,29084
1784707500,29107.5,29067.5,29094
1784707800,29097.25,29063.75,29067
1784708100,29081.75,29061.5,29072.25
1784708400,29104,29069,29100.75
1784708700,29105.25,29087,29101.75
1784709000,29116.5,29097,29111.25
1784709300,29113,29086,29088.75
1784709600,29099.75,29079.5,29086.5
1784709900,29107.5,29085.75,29094.75
1784710200,29108.5,29086,29105.75
1784710500,29118,29094.75,29110.5
1784710800,29139.75,29106.5,29132.25
1784711100,29149.75,29124.5,29137.25
1784711400,29145.5,29126.5,29131.75
1784711700,29136.75,29127.75,29135
1784712000,29146.75,29128.75,29139
1784712300,29142.25,29124.25,29125.5
1784712600,29126.5,29096.5,29098
1784712900,29114.75,29097,29110.25
1784713200,29119.5,29102,29116.5
1784713500,29124,29111.25,29116
1784713800,29115.75,29089,29098.5
1784714100,29128.5,29096.5,29127.75
1784714400,29159.75,29127,29144.25
1784714700,29146.25,29130.5,29133
1784715000,29141.25,29118,29120.5
1784715300,29138.75,29113.5,29130.5
1784715600,29168.5,29130.25,29162.75
1784715900,29167,29153.25,29161
1784716200,29170,29144.25,29146
1784716500,29154.75,29135,29139.75
1784716800,29143.75,29134.5,29135
1784717100,29170.75,29133,29170.25
1784717400,29173.5,29156,29158
1784717700,29162.75,29150.75,29154.25
1784718000,29166,29135.25,29135.25
1784718300,29146.75,29130.25,29137
1784718600,29138.5,29122.25,29123.75
1784718900,29124.25,29111,29112.75
1784719200,29135.75,29113.75,29120.25
1784719500,29121.25,29099,29102.25
1784719800,29111.25,29095.75,29105.25
1784720100,29114,29085.25,29089
1784720400,29089.25,29017.25,29042.25
1784720700,29079.25,29035.75,29071.75
1784721000,29075,29058,29066
1784721300,29069,29043.75,29054.75
1784721600,29072,29028.5,29038
1784721900,29056.5,29026,29035
1784722200,29050.75,29025.25,29045.25
1784722500,29047.75,29020,29026.5
1784722800,29030,28997.25,28998.5
1784723100,29028,28995,29027
1784723400,29067,29026.25,29059.5
1784723700,29068,29042.75,29064.75
1784724000,29068.5,29054.5,29055.75
1784724300,29057,29010.75,29019.75
1784724600,29047.5,29016,29046.25
1784724900,29048.75,28961.25,29016.75
1784725200,29048,29017,29045
1784725500,29061,29036.75,29060
1784725800,29063.25,29049.25,29057
1784726100,29082.25,29054.5,29079.25
1784726400,29089.5,29069,29089.5
1784726700,29099,29073,29090
1784727000,29162.25,29089.75,29152
1784727300,29170,29113.25,29155.5
1784727600,29186.25,29132.5,29179
1784727900,29218,29157,29172.75
1784728200,29239,29152,29236.25
1784728500,29278,29229.25,29277
1784728800,29284.25,29236.5,29258.25
1784729100,29277.25,29221.25,29223.25
1784729400,29263.25,29217.25,29236.5
1784729700,29253.75,29196,29251.75
1784730000,29273.75,29199,29218.25
1784730300,29233,29201.5,29219.25
1784730600,29261,29213.75,29217.75
1784730900,29246,29207,29220.25
1784731200,29233,29172.5,29185.25
1784731500,29231.25,29174,29224.75
1784731800,29227.25,29186.75,29199.5
1784732100,29245,29182.25,29240.5
1784732400,29274.75,29240.25,29269.75
1784732700,29303.25,29262.25,29293
1784733000,29313.75,29289.25,29306.5
1784733300,29313.75,29292,29309.75
1784733600,29329,29296.25,29322.5
1784733900,29342.5,29320,29325
1784734200,29335.5,29288.5,29291.75
1784734500,29310.5,29278,29282
1784734800,29303.5,29274.25,29289.25
1784735100,29309.5,29289,29307
1784735400,29332.75,29303.75,29307.5
1784735700,29332,29298,29330.25
1784736000,29334.5,29312.25,29320.5
1784736300,29333.5,29314,29328.5
1784736600,29333.25,29315.5,29328.5
1784736900,29335.25,29317.75,29329.5
1784737200,29329.25,29307,29314.75
1784737500,29317.5,29300,29311.25
1784737800,29328.5,29307.25,29323
1784738100,29323.5,29301.25,29305.25
1784738400,29306.5,29283.75,29290.75
1784738700,29296.75,29276.5,29288
1784739000,29298,29280.5,29291.5
1784739300,29322,29289.25,29311
1784739600,29326.75,29302.5,29308.25
1784739900,29330.75,29307.25,29326
1784740200,29328.25,29306.5,29310
1784740500,29318.75,29300.25,29310
1784740800,29316.5,29294.75,29312.75
1784741100,29321.25,29298.5,29305.75
1784741400,29320.25,29282,29283.75
1784741700,29315.5,29280.5,29314
1784742000,29314.25,29288.75,29294
1784742300,29298.25,29281.25,29282.25
1784742600,29288,29249.75,29250.25
1784742900,29261.5,29234.25,29244
1784743200,29262.75,29232,29252.75
1784743500,29271,29244.5,29245.5
1784743800,29254.5,29224.25,29224.25
1784744100,29241.75,29222,29231.75
1784744400,29254,29223.75,29229.75
1784744700,29248,29224.75,29239.25
1784745000,29240,29207.75,29214
1784745300,29239.75,29210.75,29233.25
1784745600,29236,29222.5,29228
1784745900,29249.25,29226.25,29232.5
1784746200,29255,29224,29253.25
1784746500,29258.75,29243,29245.75
1784746800,29257.75,29234,29248.75
1784747100,29254,29239.25,29246
1784747400,29245.75,29215,29224.25
1784747700,29246.5,29217.25,29239.5
1784748000,29247.25,29223,29237.5
1784748300,29260.75,29227.5,29253.5
1784748600,29254.25,29225.25,29229
1784748900,29235.75,29192.5,29199.25
1784749200,29223.25,29194.75,29212
1784749500,29229.75,29208.25,29223.5
1784749800,29246,29198,29203
1784750100,29206.25,29158,29161
1784750400,29239.5,29131,29151.75
1784750700,29175.5,29119,29155.75
1784751000,29250.5,29144.5,29249.75
1784751300,29260.25,29221.75,29249
1784751600,29250,29215,29234.5
1784751900,29240.5,29203.75,29217.5
1784752200,29224.75,29200,29215
1784752500,29220.75,29183.5,29196
1784752800,29200.5,29183.25,29184.75
1784753100,29198,29178,29188.25
1784753400,29213,29187.75,29202.25
1784753700,29202.25,29168.75,29169
1784757600,29144,29076,29079.25
1784757900,29082.75,29060,29066.75
1784758200,29093,29065.25,29085.25
1784758500,29093.75,29070.25,29083.25
1784758800,29096,29077.25,29089.25
1784759100,29106.75,29075.25,29082.25
